STATION,DATE,ROUTE,MP,LANE,H0000,H0100,H0200,H0300,H0400,H0500,H0600,H0700,H0800,H0900,H1000,H1100,H1200,H1300,H1400,H1500,H1600,H1700,H1800,H1900,H2000,H2100,H2200,H2300,TOTAL
-658,2023-02-09,89,349.598,PLane2,14.0,5.0,5.0,5.0,12.0,30.0,79.0,160.0,281.0,303.0,361.0,433.0,549.0,493.0,477.0,477.0,524.0,583.0,478.0,377.0,245.0,170.0,80.0,27.0,6168
-658,2023-02-09,89,349.598,PLane3,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,7.0,7.0,12.0,6.0,12.0,10.0,7.0,12.0,10.0,17.0,11.0,5.0,5.0,1.0,0.0,134
-658,2023-02-11,89,349.598,NLane1,11.0,5.0,4.0,1.0,7.0,8.0,13.0,36.0,74.0,185.0,293.0,357.0,436.0,417.0,442.0,406.0,394.0,414.0,442.0,310.0,197.0,130.0,75.0,37.0,4694
-658,2023-02-11,89,349.598,NLane2,31.0,22.0,12.0,5.0,5.0,27.0,35.0,101.0,158.0,230.0,386.0,442.0,517.0,499.0,524.0,506.0,515.0,496.0,464.0,344.0,272.0,194.0,145.0,84.0,6014
-658,2023-02-11,89,349.598,NLane3,26.0,17.0,11.0,3.0,11.0,22.0,23.0,98.0,174.0,266.0,413.0,461.0,589.0,561.0,552.0,540.0,526.0,531.0,454.0,300.0,196.0,137.0,138.0,68.0,6117
-658,2023-02-11,89,349.598,PLane1,36.0,21.0,7.0,5.0,12.0,19.0,42.0,111.0,200.0,417.0,560.0,665.0,679.0,725.0,702.0,663.0,675.0,646.0,531.0,428.0,282.0,189.0,127.0,80.0,7822
-658,2023-02-11,89,349.598,PLane2,36.0,11.0,8.0,6.0,10.0,11.0,61.0,106.0,172.0,284.0,448.0,535.0,625.0,621.0,588.0,620.0,531.0,553.0,530.0,409.0,342.0,242.0,136.0,60.0,6945
-658,2023-02-11,89,349.598,PLane3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0,19.0,18.0,13.0,26.0,21.0,14.0,20.0,15.0,14.0,3.0,7.0,4.0,2.0,0.0,184
-658,2023-02-15,89,349.598,NLane1,2.0,2.0,3.0,1.0,2.0,15.0,20.0,37.0,89.0,119.0,169.0,248.0,306.0,277.0,277.0,251.0,285.0,295.0,289.0,225.0,134.0,72.0,30.0,10.0,3158
-658,2023-02-15,89,349.598,NLane2,18.0,11.0,7.0,3.0,14.0,40.0,70.0,143.0,175.0,228.0,283.0,370.0,374.0,375.0,338.0,328.0,372.0,432.0,383.0,331.0,238.0,157.0,82.0,34.0,4806
-658,2023-02-15,89,349.598,NLane3,17.0,24.0,5.0,5.0,15.0,45.0,98.0,211.0,250.0,221.0,302.0,340.0,422.0,403.0,396.0,381.0,450.0,473.0,355.0,292.0,189.0,113.0,65.0,37.0,5109
-658,2023-02-15,89,349.598,PLane1,23.0,21.0,7.0,8.0,12.0,43.0,104.0,223.0,276.0,304.0,388.0,482.0,594.0,467.0,479.0,524.0,566.0,659.0,503.0,386.0,223.0,177.0,76.0,53.0,6598
-658,2023-02-15,89,349.598,PLane2,15.0,7.0,5.0,6.0,4.0,32.0,76.0,178.0,219.0,247.0,292.0,399.0,500.0,459.0,392.0,421.0,473.0,516.0,454.0,335.0,235.0,152.0,72.0,30.0,5519
-658,2023-02-15,89,349.598,PLane3,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,4.0,7.0,8.0,7.0,9.0,8.0,10.0,13.0,9.0,13.0,10.0,8.0,5.0,1.0,0.0,1.0,117
-658,2023-02-16,89,349.598,NLane1,4.0,3.0,0.0,1.0,2.0,10.0,17.0,44.0,91.0,128.0,196.0,266.0,344.0,266.0,264.0,264.0,288.0,349.0,398.0,295.0,177.0,100.0,30.0,13.0,3550
-658,2023-02-16,89,349.598,NLane2,16.0,8.0,7.0,3.0,8.0,32.0,53.0,156.0,227.0,258.0,303.0,367.0,424.0,394.0,340.0,395.0,423.0,504.0,452.0,331.0,299.0,152.0,107.0,51.0,5310
-658,2023-02-16,89,349.598,NLane3,19.0,15.0,9.0,3.0,15.0,44.0,73.0,219.0,291.0,317.0,320.0,376.0,457.0,470.0,427.0,474.0,467.0,581.0,571.0,362.0,236.0,139.0,88.0,33.0,6006
-658,2023-02-16,89,349.598,PLane1,26.0,8.0,3.0,11.0,10.0,47.0,101.0,207.0,290.0,365.0,411.0,505.0,608.0,589.0,504.0,563.0,588.0,641.0,589.0,415.0,286.0,202.0,118.0,67.0,7154
-658,2023-02-16,89,349.598,PLane2,14.0,6.0,4.0,3.0,14.0,31.0,84.0,183.0,242.0,299.0,323.0,412.0,502.0,454.0,464.0,468.0,523.0,588.0,480.0,344.0,275.0,161.0,105.0,45.0,6024
-658,2023-02-16,89,349.598,PLane3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,9.0,4.0,12.0,9.0,12.0,10.0,5.0,8.0,13.0,13.0,7.0,5.0,4.0,1.0,2.0,119
-658,2023-02-17,89,349.598,NLane1,5.0,1.0,1.0,0.0,1.0,9.0,17.0,50.0,82.0,143.0,205.0,282.0,373.0,343.0,308.0,330.0,346.0,376.0,388.0,322.0,217.0,143.0,59.0,22.0,4023
-658,2023-02-17,89,349.598,NLane2,19.0,11.0,5.0,10.0,10.0,36.0,39.0,117.0,216.0,268.0,285.0,408.0,447.0,414.0,420.0,430.0,438.0,457.0,454.0,384.0,306.0,183.0,132.0,80.0,5569
-658,2023-02-17,89,349.598,NLane3,24.0,13.0,6.0,3.0,13.0,24.0,72.0,171.0,251.0,252.0,322.0,435.0,484.0,432.0,456.0,482.0,518.0,509.0,474.0,374.0,230.0,132.0,100.0,50.0,5827
-658,2023-02-17,89,349.598,PLane1,22.0,9.0,6.0,8.0,12.0,34.0,96.0,176.0,263.0,331.0,436.0,530.0,588.0,595.0,586.0,625.0,612.0,659.0,570.0,456.0,310.0,220.0,139.0,77.0,7360
